text,label
kirim lebih mudah danaa,positive
kirim transaksi hasil muncul mutasi saldo rekening menambah komplain kesini ampas,positive
bagussd,neutral
ulas bagus,negative
apknya ngebug bisa buka,neutral
kacau saya sudah isi ulang mbanking baca saldo isi buat panik,negative
mantap lahpakonya mantapy,positive
bagus cuman telat,negative
tidak bagus aplikasi simpan dompet ribet banget,negative
frivikasi akun,neutral
enggak jelas pas memasuki nomor handphone tidak bisa hapus aplikasi,negative
transfer jangka,negative
bayar tagih,negative
sudah memper baru sudah masuk tetap tidak masuk alas sinyal pdh wifi masuk akal previkasi clo menyimpan bilang dong bos mslch banyakmenerima,positive
tolong tanggap keluh email kasihh solusi tidak buka akun akun sim hilang otomatis nomor otapi nya tidak ganti nomor email tapi tidak tanggap telepon tidak tolong kasihh solusi akun ngtidak saldo,negative
parahtop tidak masukminta bantu cs tidak respon responmendi ovo gopay enak fliiip,negative
senang gampang mudah cepat transaksi,positive
bagus transfer admin,negative
mudah dalam transaksi pokok mantap,positive
tolong baik sistem akun saldo minggu tanggap lapor keluh rugi percaya taruh,positive
suka dengan apklsi bantu,positive
lemot mutar mutar terus terus bayar bayar cepat banget,negative
cerita beli voucer tidak bisa dipakai,negative
ampas tidak masuk saldo kurang tidak masuk tipu bodong plis respon,negative
tolong prioritas centang sendiri konfirmasi langsung centang haruscentang,negative
lemot memasuki tuju lemot ampun,negative
sayamod apka,negative
thr aplikasiikasi oengguna aplikasiikasi danay saya saya,negative
sudah benar,negative
manfaat bangetrekening,neutral
enggak buka akun,neutral
baik trnsfer,positive
tolong bantu lupa jalan selesai,negative
epep,neutral
saya beli paket tolong,negative
mengurus beli pulsa ribu banget,negative
tolong brantas iklan mengatasnamakanig modus buat kartu fisik karena modus hhabis sedot daftar perifikasi wajah takut disalahgunakan mohon berantas oknummengatasnamakan karena rugi,negative
motedo bayar google playstore coba hubung aplikasi tolong difixed,negative
indonesia,neutral
suruh ulangtapi hilang akun,negative
berkat danaurusan bayar mudah terimakasih semoga layan makan maju tingkat,positive
bantu cepat aman,negative
ganti karena nomor nya mati terima kodemw ganti akun pindah saldo akun barulama proses,negative
proses cepat praktissangat bantu bertransaksisangat rekomendy,neutral
yaay,neutral
bayar laku mudah,positive
tidak sesuai nyata verifikasi wajah ngunduh versi baru diupdate mengirim email menyusahkan,negative
masuk semnggumasalah ganggu jaring padahal jringan aplikasi sudahbaru,negative
hhabis versi baru trasanksi jual kacau,positive
akun versi baru aplikasi,negative
sesi pas tidak,negative
resah setiap transaksi lapor saldo tidak menambah tidak lapor mana pergi ayo ovo ovo ovo ovo,neutral
cocok mntp bngat,positive
sebel banget admin bipang susah,negative
kacau unduh enggak jelas banget,negative
cepat lemot,negative
saldo ku enggak harap kembali cepat,positive
pakai susah banget bingung,negative
hapus akun susah tidak selesai sulit kesal ajaapk burik suka sendiribuat aduh tidak proses enggak usah unduh asli nyesal nanti lihat ulas banyak bintang tingkat layan buruk,negative
saya tidak ml tidak alas keman tidak tidak kayak admin,negative
hoooh keren,neutral
balikin duit lapor tidak responlive keluar tidak tuju saldo kurang nilai,negative
aplikasih,neutral
bagus coba ganti tekan tombol lupa karena tolong,negative
jlekakkaa,neutral
asssssikkjdghljfkmantul umumm,neutral
setan saya isi saldo,negative
lemot bagus cs,negative
transaksi lancar hadiah,positive
buka hendfone sayatolong bantu,negative
speial bantu ligin,negative
perihal rekening butuh kerja butuh kunjung selesai kecewa profesional,negative
tidak daftar akun karena nomor daftar daftar nomor apa pilih opsi lupa bantu masalah kecewa guna ter,negative
enak cepat mudah simpel tapi ribet lemot sistem sibuk mengirim kasih bintang sistem baik,negative
sistem kadang eror,negative
hayu,neutral
dasar sampah,negative
buruk ajig,negative
babu,negative
mudah cepat gampang untung aman,positive
mudah investasi emas transaksi,positive
gandos,neutral
kuuu raup akun buka sedot hebat memang nipu,positive
transfer rekening malahn masuk rekeningkenal,negative
gagal proses ikut arah gagal,negative
layan membantusaya kecewa layan fauzi seno lapor kendala suruh selesai pribadi,positive
tarik aktifitas curiga buka jarang,negative
aman tingkat,positive
tahan praktis,positive
payah kirim lemottiap masuk terptong perak potong perakgak sesuai atur mesti jangan potong,negative
batu intsal susah memori susah intsal,negative
tidak jelaspotonganya banget isi potong bangkrut gana lahsaya kecewa,negative
jelak gampang dihack,positive
suka banget ah,positive
ganggu transfer kemarin belum masuk botgak copot munkin kalau terus,negative
sampahuntuk kirim lambatdan butuh akun,negative
gila tidak masuk,negative
pembohongansaldo batal,negative
seringkali jaring anggap bagus bangus transaksi bayar gagal tolong baik,negative
taikok taikok wd hancur hancur,neutral
bantu mudah kirim pergi mana terima kasih,positive
mantulllll,neutral
tidak masuk gambar logo,negative
dibukak,neutral
sampah korupsi jangan unduh saya sudah dikirimin saldo potong masuk sudah menunggu jangan unduh nyesal ntarapk korupsi,negative
layan buruk harap tutup mandiri smapi sekarang masuk masuk merespon,negative
buka tidak bisa,negative
handsanitizerrr,neutral
lamaupdate transaksi bulan paylater tidak munculmengecewakan,negative
kecewa syh hilang,negative
yanto,neutral
punya tidak,negative
jujur kecewwa pengirima tunda minggu tidkaaa kembaliterkirim,positive
coba kalau bagus tanbah lagi,negative
hati kasih hapus aman menyimpan alam saldo hilang sesi hhabis tibatiba saldo hilang riwayat tidak mana lapor tida respon indak tanggung semasekali ojk garansi iklan sesuai layan,positive
aneh bayar google dari saldo sayasemakin aman,negative
saldo ludess,positive
buruk akun masuk alas akun,negative
qr eror transaksi sukses saldo potong sampai tuju hapus dana gabermutu eror,negative
ampas transfer dikit berharihari sabarsabar tidak masukmasuk baca prosed enggak jelas ampass,negative
tidak buka saya isi saldo tolong bantu,negative
maaf belum kasih bintang ribet kirim tolong boleh jangan sulit,negative
masuk padah hasil,positive
sandi pasu sandi salah,negative
kirim saldo rekening nomer,positive
kenapa mana saldo potong bikin emosi ampas,negative
lemot banget danaga cepetsekarang lemot menunggu lamaada sebenarnyaperbaiki keluh,negative
kacau aplikasi kirim susah kalau paksa tidak saya pakai aplikasi lagi asli,negative
masuk masuk masuk,neutral
tolong kembali akun lupa tidak susah benery,negative
puas dompet,positive
tidak daftar memasuki sinyal bagus tapi masuk lemoty,negative
kacau daftar permiau susah buat lapor lambat repon,negative
kait tipu kecewa ribuanak umur,negative
bawah admin kak admin transfer,neutral
tolong baik versi baru tidak,negative
sukses saldo tidak isi,negative
coba perbaharuilemot buat keseltolol,positive
tolong baik aplikasinyasaya tidak buka,negative
mantap tingkat lagi,positive
kecewa banget akun beku kenapa sudah begitu lemot banget,negative
hati hati salah nomor karena nomor aktif daftar,negative
memudahkanuntukrekening,negative
memgirim seluler hospot kawan,neutral
isi saldo isi pulsa keluh pusat bantu payah kacau,negative
susah banget sampai uninstall terus lagi,negative
ulang gagal karena foto ktp buramsaya coba sim gagal verifikasi selfi pakai selfi karena wajah cocok foto simemail email nama tolong beritau saya ganti nama akunlengkap daftar danamungkin kendala sungguh jengkel,negative
kenapa unduh surh pas maunundang tidak bisa,negative
coba kartu bri gpn biar dapat promoan tulis promo penuh syarat terus heran,positive
akun gagal,negative
kelas akun saldo transfer kenal lapor tangan kelas retas,positive
lupa sandi klick lupa sandi cs cs tidak kabar laggibenar cs tangan,negative
saldo dalam langgan dari google potong dari google flextech langgan google flextech balikin sisa saldo ku enggak jelas,negative
bagus banget dulur,negative
beli spotify bayar tidak dapat kode tidak dibales,negative
ngambi saldo jirpakai ganti rugi,negative
mantap cepat praktis potong biaya lancar kembang,positive
nomor lapor laku proses tanggal tanggal juta lapor proses tolong proses cepat,negative
semoga lancar transaksi,positive
saganti handphone dengan alas handphone kecewa deh,neutral
promium gagal terus,negative
kerja bagus hati hati waspada butuh medkit maju maju maju,negative
kontl mengirim transfer saya hasil masuk tuju asu,negative
kocakpin smsbuat gajadisangat,neutral
jelek tidak masuk akun,negative
riset susah banget karena sudah tidak aktpy,negative
donwlod jelek,negative
alhamdulillah semenjak urus mudah,positive
nyaman pakai aplikasi,neutral
saya tidak paham sumpah sudah dibekuin tidak saya hilang emosi saya aman akunlemah unag saya laanjg,negative
bgsssssspokokny,neutral
handphone,neutral
rugi menyimpan hilang,negative
suka suka,positive
alih lemot,negative
puas maka,positive
bikinpunya tolong cair saldo judi online onlyfans rugi terima kasih,negative
sekarang transaksi potong dahulu tidak kecewa sumpah otw unisntal,negative
aplication,neutral
sampah kecewa kerja karyawan profesional informasi karena akun beku tunggu kirim foto bukti pembayaranmenerima saldo,negative
saldo hilang akun juta tidak jelas,negative
lupa kunci,positive
mantap selalu oke dari dahulu kalau transaksi,positive
puasssss,neutral
guna daftar pakai nomor telepon daftar masuk nomor telepon memasuki tidak daftar,negative
bagusmbatu terima aksih,positive
masuk katnya poto ktp sekarang bodok wajahya bebegitu bebegitu kecewa peraiki rillis,neutral
banget tidak kembali transaksi hasil tidak masuk bayar kena mohon tanggung jawab ddri hubung laporin tidak kocak banget jangan pakai hilang,negative
lupa ribet tinggal sms,negative
mantap,neutral
mantap hd prakstis simpel,positive
anjiirr kirim saldo guna salah sudah beku sejamskrg buka tetap salah pinpadahal sudah baharu verifikasi muka jugawoii waras atuh sia nyieun teh,negative
lu tidak neng saya todsampe menarik mengirim formulir duluudah butuh giniribet anying,negative
tolong saakun sabeku,negative
bantu munculin paylater,negative
bguaa,neutral
unduh transaksi kayak,positive
tolol saya raibhilang tanggung hitung tidak mana pergi,negative
diginakan,neutral
transaksi pakai puas,positive
bantu oke punya pokok,positive
bantu pis,negative
bagus bantu mudah withdrawl,neutral
layan jelek guna keluh butuh bantu komunikasi komputer bintang rugi tidak pantas dapat bintang bintang karena layan guna,negative
kecewa garansi guna,positive
aman aman transaksi cepat tolong tambah pulsa lengkap mohon lebih ok,positive
gelap nasabah transfer baca riwayat transaksi masuk payah bagus seabank lapor tanggap payah,positive
tolong tingkat tambah vitur riwayat kirim hapus mohon tingkat,positive
enggak bagus atm lambat cepat baik,positive
bagus kasih,negative
simpel teransaksi,positive
admin tolong hapus akun daftar nomor aduh lanjut pasti,negative
mengirim kalau malam lambat cari rek muter segi perhatididulukan,negative
tolong proses tidak bisa,negative
apaansi gagal enggak jelas,negative
eror isi etol masuk masuk saldo hilang nge transper lagi tidur enggak transper mengirim lapor pakai gmail tipu memasuki saldo biar saldo tambah hhabis bobol respon apa,negative
pas bayar loding tidak,negative
bagus bantu transaksi mudahy,positive
cape gannguan siii,negative
baikl,neutral
saya lemot,negative
bagusssssssssssssssssssssssssssssss,neutral
daftar akun selalu gagal akun gampang bajak hilang nta mana,negative
sudah potong pemberitahuan mohonakurat potong rp,negative
fitur sulit buka lancar lancar,positive
terimakasih merespon keluh kendala transaksi pulsa,positive
mohon bantu buka tapi sudah aktivuang semua mohon banget bantu nya,negative
pakai kesini transaksi bayar ribet pakai ijo,negative
ambil saya,negative
daftarin alamat email tidak verivikasi email hedehh tolong permudahko kayak,negative
payah masuk ajig,neutral
bagus aplnya bantu saya,negative
bagus tolong baik teliti,negative
ribet ganti pw menyusahkan banget,negative
keren sakendala transaksi beli pulsa saldo masuk pulsa masuk,negative
isi pulsa kenapa sampai pulsa masuk masuk oi tolong kesana kesini,negative
kena bayar otomatis tidak jawabanya,negative
jelek eror mengirim,negative
cepat manfaat,positive
emoney mandiri kemarin malam soresudah saldo masuk potong saldo kolom resolusi menunggu jawab tolong kalau bagus bantu selesai komplenan,negative
dihp lemot transaksithat,negative
doni dewi,neutral
kenapa saya,negative
saja,neutral
verifikasi pas tarik tunai tarik saldo dana hilang bijak,positive
saran saya kalau foto ktp lu bagus unduh transaksi dahulu syarat foto ktp asli kalau foto ktp jelek tidak lolos btw resolusi kamera biar foto ktp kalau cek dikit tidak ktp alhasil lu tidak lolos saya saldo sana tidak apai gegara tidak lolos,negative
buka maksud,positive
menggapa akun buka,neutral
paket kuota sudah potong kuota tidak kirim sungguh ramah bintang,positive
nilep orang,neutral
saldo saya tidak ambil logout pas coba tidak bisauntukdwload mending jangan tabung,negative
beli emas cetak kocak,negative
ok selalu semogga jaga amam percaya selalu,positive
bagi indah,negative
lumayan mohon tingkat,neutral
cs eenggak selesai isi etol minggu transaksi proses eenggak ribu,positive
lemot dipakai transaksi nasib saldo nasabah,positive
bagaimana sih hapus akun,negative
kenapa tidak muncul nomor daftar akun tolong solusi,negative
enak dahulu ubah sulit saja eror melulu,negative
ramah akun versi baru csnya lambat kirim sesuai syarat tapi tidak hasil jangan pakai tidak aman banyaksedot saldo besmart,negative
